Publication Number,User Label,Publication Date,,Strength,Ultimate Parent
US5480872,application/infant,1/2/96,1996,70,Abbott Laboratories
US5488039,application/infant,1/30/96,1996,70,Abbott Laboratories
US5492899,application/infant,2/20/96,1996,70,Abbott Laboratories
US5506209,application/infant,4/9/96,1996,40,Abbott Laboratories
US5508172,soy/texture,4/16/96,1996,60,Nestle Sa
US5514655,application/infant,5/7/96,1996,60,Abbott Laboratories
US5514656,application/infant,5/7/96,1996,40,Abbott Laboratories
US5520948,application/infant,5/28/96,1996,60,Nestle Sa
US5523237,soy/deflavor,6/4/96,1996,60,Novo Nordisk Fonden
US5545411,,8/13/96,1996,80,Nestle Sa
US5545414,application/infant,8/13/96,1996,70,Abbott Laboratories
US5547927,application/infant,8/20/96,1996,70,Abbott Laboratories
US5549905,application/infant,8/27/96,1996,70,Nestle Sa
US5552163,application/confection,9/3/96,1996,70,Mars Inc
US5587399,,12/24/96,1996,80,Abbott Laboratories
US5597595,application/athletic,1/28/97,1997,70,Abbott Laboratories
US5602109,application/infant,2/11/97,1997,90,Abbott Laboratories
US5616356,application/pasta,4/1/97,1997,30,Nestle Sa
US5618689,,4/8/97,1997,70,Nestle Sa
US5626899,soy/solubilize,5/6/97,1997,60,Archer Daniels Midland Company
US5635199,application/infant,6/3/97,1997,80,Nestle Sa
US5658714,soy/solubilize,8/19/97,1997,80,Abbott Laboratories
US5665361,soy/deflavor,9/9/97,1997,10,Nestle Sa
US5681600,application/infant,10/28/97,1997,60,Abbott Laboratories
US5698254,Application/Dairy Products,12/16/97,1997,30,Unilever N.v.
US5700590,application/infant,12/23/97,1997,90,Abbott Laboratories
US5700782,application/infant,12/23/97,1997,80,Abbott Laboratories
US5702752,soy/solubilize,12/30/97,1997,80,Archer Daniels Midland Company
US5707668,Application/Dairy Products,1/13/98,1998,20,Novo Nordisk Fonden
US5709888,application/infant,1/20/98,1998,90,Abbott Laboratories
US5716801,soy/solubilize,2/10/98,1998,70,Novo Nordisk Fonden
US5766621,application/infant,6/16/98,1998,80,Nestle Sa
US5780451,application/infant,7/14/98,1998,90,Abbott Laboratories
US5792503,soy/solubilize,8/11/98,1998,60,Archer Daniels Midland Company
US5811291,,9/22/98,1998,20,Novo Nordisk Fonden
US5814359,application/soy sauce,9/29/98,1998,20,Kikkoman Corporation
US5837312,,11/17/98,1998,40,Abbott Laboratories
US5922766,application/infant,7/13/99,1999,90,Abbott Laboratories
US5906982,application/infant,5/25/99,1999,40,Abbott Laboratories
US5958974,application/infant,9/28/99,1999,10,Abbott Laboratories
US5985338,application/infant,11/16/99,1999,80,Abbott Laboratories
US5989600,,11/23/99,1999,90,Novo Nordisk Fonden
US5994508,soy/solubilize,11/30/99,1999,50,Archer Daniels Midland Company
US6001368,application/athletic,12/14/99,1999,60,Archer Daniels Midland Company
US6001399,application/pasta,12/14/99,1999,50,E.i. Du Pont De Nemours & Company
US5855892,application/athletic,1/5/99,1999,80,Archer Daniels Midland Company
US5858442,Application/Dairy Products,1/12/99,1999,80,Archer Daniels Midland Company
US5866357,soy/solubilize,2/2/99,1999,70,Novo Nordisk Fonden
US5866606,application/infant,2/2/99,1999,10,Abbott Laboratories
US5869118,application/infant,2/9/99,1999,70,Abbott Laboratories
US5876774,application/confection,3/2/99,1999,60,Nestle Sa
US5882911,,3/16/99,1999,0,Novo Nordisk Fonden
US5952314,application/infant,9/14/99,1999,90,Abbott Laboratories
US5980957,application/soy sauce,11/9/99,1999,10,"Ajinomoto Co., Inc."
US6045854,application/infant,4/4/00,2000,40,Abbott Laboratories
US6086935,soy/deflavor,7/11/00,2000,70,"Cargill, Incorporated"
US6090607,,7/18/00,2000,10,Nestle Sa
US6126973,soy/solubilize,10/3/00,2000,70,"Fuji Oil Co., Ltd."
US6010732,soy/deflavor,1/4/00,2000,60,"General Mills, Inc."
US6013771,soy/solubilize,1/11/00,2000,70,Archer Daniels Midland Company
US6017550,application/infant,1/25/00,2000,90,Abbott Laboratories
US6022702,,2/8/00,2000,50,"Fuji Oil Co., Ltd."
US6024990,soy/texture,2/15/00,2000,50,Novo Nordisk Fonden
US6033900,,3/7/00,2000,0,Novo Nordisk Fonden
US6036983,soy/texture,3/14/00,2000,40,Novo Nordisk Fonden
US6036985,,3/14/00,2000,70,Nestle Sa
US6054150,application/soy sauce,4/25/00,2000,20,Kikkoman Corporation
US6063409,,5/16/00,2000,60,Kikkoman Corporation
US6132795,soy/solubilize,10/17/00,2000,90,Archer Daniels Midland Company
US6136858,application/infant,10/24/00,2000,90,Abbott Laboratories
US6146670,application/infant,11/14/00,2000,60,Abbott Laboratories
US6147193,soy/solubilize,11/14/00,2000,20,E.i. Du Pont De Nemours & Company
US6149962,application/pasta,11/21/00,2000,80,"Mondelez International, Inc."
US6150399,application/athletic,11/21/00,2000,70,Abbott Laboratories
US6159524,Application/Dairy Products,12/12/00,2000,50,Unilever N.v.
US6207203,Application/Athletic,3/27/01,2001,50,Abbott Laboratories
US6207207,,3/27/01,2001,90,Mars Inc
US6207216,application/confection,3/27/01,2001,90,"General Mills, Inc."
US6231897,,5/15/01,2001,0,Mars Inc
US6241996,application/athletic,6/5/01,2001,80,Nestle Sa
US6303177,soy/deflavor,10/16/01,2001,90,"Protein Polymer Technologies, Inc."
US6309686,application/confection,10/30/01,2001,90,"General Mills, Inc."
US6313273,soy/deflavor,11/6/01,2001,70,Abbott Laboratories
US6316043,soy/deflavor,11/13/01,2001,50,"Fuji Oil Co., Ltd."
US6320028,,11/20/01,2001,30,Archer Daniels Midland Company
US6171640,application/infant,1/9/01,2001,80,Monsanto Company
US6194379,application/infant,2/27/01,2001,90,Abbott Laboratories
US6221423,soy/solubilize,4/24/01,2001,90,"Protein Polymer Technologies, Inc."
US6228408,,5/8/01,2001,10,Koninklijke Dsm Nv
US6228886,application/infant,5/8/01,2001,10,Abbott Laboratories
US6228993,,5/8/01,2001,50,Archer Daniels Midland Company
US6245803,application/infant,6/12/01,2001,80,Abbott Laboratories
US6248784,application/infant,6/19/01,2001,50,Abbott Laboratories
US6255341,application/infant,7/3/01,2001,90,Abbott Laboratories
US6258387,application/infant,7/10/01,2001,70,Abbott Laboratories
US6264997,,7/24/01,2001,0,Kikkoman Corporation
US6284292,Application/Meat Products,9/4/01,2001,60,Novo Nordisk Fonden
US6355295,application/pasta,3/12/02,2002,70,"Protein Polymer Technologies, Inc."
US6369200,soy/solubilize,4/9/02,2002,50,Archer Daniels Midland Company
US6372282,,4/16/02,2002,80,Koninklijke Dsm Nv
US6372782,application/athletic,4/16/02,2002,80,Abbott Laboratories
US6379736,,4/30/02,2002,80,"General Mills, Inc."
US6383531,Application/Dairy Products,5/7/02,2002,70,Archer Daniels Midland Company
US6387432,application/confection,5/14/02,2002,70,"General Mills, Inc."
US6391310,application/athletic,5/21/02,2002,70,Archer Daniels Midland Company
US6391370,application/athletic,5/21/02,2002,80,"Mondelez International, Inc."
US6399135,Application/Dairy Products,6/4/02,2002,80,Archer Daniels Midland Company
US6403142,,6/11/02,2002,90,Nestle Sa
US6423364,soy/solubilize,7/23/02,2002,80,"Protein Polymer Technologies, Inc."
US6440469,,8/27/02,2002,10,Abbott Laboratories
US6440470,,8/27/02,2002,60,Abbott Laboratories
US6455081,Application/Dairy Products,9/24/02,2002,80,"Mondelez International, Inc."
US6465037,soy/deflavor,10/15/02,2002,90,"Protein Polymer Technologies, Inc."
US6468987,application/infant,10/22/02,2002,90,Abbott Laboratories
US6471981,application/athletic,10/29/02,2002,0,Nestle Sa
US6472000,,10/29/02,2002,90,Mars Inc
US6475539,application/infant,11/5/02,2002,80,Abbott Laboratories
US6500406,application/confection,12/31/02,2002,80,The Procter & Gamble Company
US6509381,application/weight control,1/21/03,2003,80,Archer Daniels Midland Company
US6511696,application/infant,1/28/03,2003,70,Nestle Sa
US6524636,application/soy sauce,2/25/03,2003,50,"General Mills, Inc."
US6531176,Application/Dairy Products,3/11/03,2003,0,Kikkoman Corporation
US6544566,application/athletic,4/8/03,2003,80,Archer Daniels Midland Company
US6555150,Application/Athletic,4/29/03,2003,60,Mars Inc
US6555153,,4/29/03,2003,40,"Pepsico, Inc."
US6558718,application/confection,5/6/03,2003,90,"General Mills, Inc."
US6562391,application/pasta,5/13/03,2003,30,Nestle Sa
US6566134,,5/20/03,2003,80,Monsanto Company
US6572876,application/athletic,6/3/03,2003,60,Archer Daniels Midland Company
US6579534,application/athletic,6/17/03,2003,40,Archer Daniels Midland Company
US6579561,,6/17/03,2003,70,Archer Daniels Midland Company
US6582746,,6/24/03,2003,80,E.i. Du Pont De Nemours & Company
US6592915,Application/Athletic,7/15/03,2003,80,"General Mills, Inc."
US6596767,application/infant,7/22/03,2003,70,Abbott Laboratories
US6599556,soy/solubilize,7/29/03,2003,80,"Cargill, Incorporated"
US6605310,application/infant,8/12/03,2003,50,Nestle Sa
US6610320,,8/26/03,2003,90,Mars Inc
US6610867,Application/Meat Products,8/26/03,2003,90,"Cargill, Incorporated"
US6620427,application/infant,9/16/03,2003,10,Abbott Laboratories
US6627243,application/dressing,9/30/03,2003,40,Nestle Sa
US6635300,application/confection,10/21/03,2003,30,Unilever N.v.
US6635301,Application/Meat Products,10/21/03,2003,80,Mars Inc
US6645543,application/infant,11/11/03,2003,20,Nestle Sa
US6669952,application/athletic,12/30/03,2003,50,Archer Daniels Midland Company
US6669975,soy/texture,12/30/03,2003,80,Mars Inc
US6706295,application/confection,3/16/04,2004,80,The Procter & Gamble Company
US6716466,application/infant,4/6/04,2004,30,Nestle Sa
US6716469,soy/solubilize,4/6/04,2004,70,"Cargill, Incorporated"
US6720020,soy/solubilize,4/13/04,2004,90,"Cargill, Incorporated"
US6726949,application/confection,4/27/04,2004,30,Unilever N.v.
US6730342,,5/4/04,2004,0,Kikkoman Corporation
US6676982,Application/Athletic,1/13/04,2004,70,"Mondelez International, Inc."
US6677327,,1/13/04,2004,80,Archer Daniels Midland Company
US6703051,soy/solubilize,3/9/04,2004,70,Archer Daniels Midland Company
US6761922,,7/13/04,2004,30,"Ajinomoto Co., Inc."
US6777017,,8/17/04,2004,90,"Cargill, Incorporated"
US6793949,soy/deflavor,9/21/04,2004,20,"Mondelez International, Inc."
US6797288,Application/Meat Products,9/28/04,2004,10,E.i. Du Pont De Nemours & Company
US6797309,,9/28/04,2004,40,E.i. Du Pont De Nemours & Company
US6803068,Application/Meat Products,10/12/04,2004,20,E.i. Du Pont De Nemours & Company
US6808736,application/infant,10/26/04,2004,70,Nestle Sa
US6811798,,11/2/04,2004,10,E.i. Du Pont De Nemours & Company
US6811804,,11/2/04,2004,90,Abbott Laboratories
US6818246,soy/solubilize,11/16/04,2004,30,E.i. Du Pont De Nemours & Company
US6821534,soy/deflavor,11/23/04,2004,50,Nestle Sa
US6837682,,1/4/05,2005,90,"General Mills, Inc."
US6849268,application/infant,2/1/05,2005,0,Abbott Laboratories
US6849281,Application/Meat Products,2/1/05,2005,10,Unilever N.v.
US6849282,application/dressing,2/1/05,2005,40,"Mondelez International, Inc."
US6869631,,3/22/05,2005,30,"General Mills, Inc."
US6875456,application/infant,4/5/05,2005,60,Koninklijke Dsm Nv
US6878394,Application/Athletic,4/12/05,2005,60,Unilever N.v.
US6887508,,5/3/05,2005,60,"Protein Polymer Technologies, Inc."
US6893674,Application/Dairy Products,5/17/05,2005,10,"Mondelez International, Inc."
US6908634,Application/Meat Products,6/21/05,2005,60,E.i. Du Pont De Nemours & Company
US6998146,soy/deflavor,2/14/06,2006,40,"General Mills, Inc."
US6984409,Application/Dairy Products,1/10/06,2006,0,"Mondelez International, Inc."
US7005157,soy/deflavor,2/28/06,2006,50,"General Mills, Inc."
US7022355,application/athletic,4/4/06,2006,40,E.i. Du Pont De Nemours & Company
US7037540,,5/2/06,2006,60,"Pepsico, Inc."
US7037547,soy/deflavor,5/2/06,2006,50,"Mondelez International, Inc."
US7045163,soy/deflavor,5/16/06,2006,50,"Mondelez International, Inc."
US7045164,soy/defatting,5/16/06,2006,70,"Cargill, Incorporated"
US7056543,application/soy sauce,6/6/06,2006,10,Kikkoman Corporation
US7070825,application/infant,7/4/06,2006,20,Abbott Laboratories
US7070827,Application/Meat Products,7/4/06,2006,10,E.i. Du Pont De Nemours & Company
US7081257,Application/Meat Products,7/25/06,2006,20,E.i. Du Pont De Nemours & Company
US7083819,soy/solubilize,8/1/06,2006,40,E.i. Du Pont De Nemours & Company
US7090885,soy/solubilize,8/15/06,2006,40,E.i. Du Pont De Nemours & Company
US7094439,soy/deflavor,8/22/06,2006,70,"Mondelez International, Inc."
US7101553,application/infant,9/5/06,2006,20,Nestle Sa
US7101585,soy/texture,9/5/06,2006,60,E.i. Du Pont De Nemours & Company
US7108881,soy/deflavor,9/19/06,2006,40,"Mondelez International, Inc."
US7118776,application/dairy products,10/10/06,2006,50,E.i. Du Pont De Nemours & Company
US20060045957,,3/2/06,2006,40,Archer Daniels Midland Company
US20060051492,soy/texture,3/9/06,2006,60,E.i. Du Pont De Nemours & Company
US20060057275,soy/solubilize,3/16/06,2006,70,E.i. Du Pont De Nemours & Company
US20060062889,Application/Dairy Products,3/23/06,2006,30,E.i. Du Pont De Nemours & Company
US20060062891,application/pasta,3/23/06,2006,20,Archer Daniels Midland Company
US20060062894,application/athletic,3/23/06,2006,20,E.i. Du Pont De Nemours & Company
US20060067956,application/confection,3/30/06,2006,10,Nestle Sa
US20060068056,application/dressing,3/30/06,2006,0,"Ajinomoto Co., Inc."
US20060073261,Application/Dairy Products,4/6/06,2006,60,E.i. Du Pont De Nemours & Company
US20060078649,application/infant,4/13/06,2006,0,Nestle Sa
US20060088651,Application/Meat Products,4/27/06,2006,30,E.i. Du Pont De Nemours & Company
US20060099324,application/infant,5/11/06,2006,40,Nestle Sa
US20060105093,Application/Athletic,5/18/06,2006,60,Unilever N.v.
US20060105097,application/confection,5/18/06,2006,10,"Mondelez International, Inc."
US20060105098,Application/Meat Products,5/18/06,2006,10,Mars Inc
US20060110492,Soy/Defatting,5/25/06,2006,10,Koninklijke Dsm Nv
US20060115575,Soy/Defatting,6/1/06,2006,0,"Mondelez International, Inc."
US20060121158,Application/Weight Control,6/8/06,2006,60,Nestle Sa
US20060121176,Application/Dairy Products,6/8/06,2006,40,E.i. Du Pont De Nemours & Company
US20060127534,soy/texture,6/15/06,2006,50,"Pepsico, Inc."
US20060127552,,6/15/06,2006,0,"Fuji Oil Co., Ltd."
US20060134310,Application/Dressing,6/22/06,2006,20,E.i. Du Pont De Nemours & Company
US20060141101,application/pasta,6/29/06,2006,30,"Mondelez International, Inc."
US20060141125,Application/Meat Products,6/29/06,2006,0,Mars Inc
US20060153965,soy/deflavor,7/13/06,2006,0,Archer Daniels Midland Company
US20060159805,,7/20/06,2006,20,Koninklijke Dsm Nv
US20060159826,application/dairy products,7/20/06,2006,10,E.i. Du Pont De Nemours & Company
US20060165735,Application/Meat Products,7/27/06,2006,70,Koninklijke Dsm Nv
US20060172051,application/weight control,8/3/06,2006,10,Novo Nordisk Fonden
US20060177547,application/dairy products,8/10/06,2006,10,E.i. Du Pont De Nemours & Company
US20060188611,,8/24/06,2006,60,Mars Inc
US20060188641,soy/texture,8/24/06,2006,40,E.i. Du Pont De Nemours & Company
US20060188642,soy/texture,8/24/06,2006,20,E.i. Du Pont De Nemours & Company
US20060188643,soy/texture,8/24/06,2006,30,E.i. Du Pont De Nemours & Company
US20060193966,Application/Dairy Products,8/31/06,2006,10,E.i. Du Pont De Nemours & Company
US20060198938,Application/Dairy Products,9/7/06,2006,10,"Mondelez International, Inc."
US20060204617,soy/deflavor,9/14/06,2006,10,Unilever N.v.
US20060204644,Application/Meat Products,9/14/06,2006,0,E.i. Du Pont De Nemours & Company
US20060222685,Application/Weight Control,10/5/06,2006,0,Archer Daniels Midland Company
US20060228462,Application/Dairy Products,10/12/06,2006,10,E.i. Du Pont De Nemours & Company
US20060228463,Application/Dairy Products,10/12/06,2006,10,E.i. Du Pont De Nemours & Company
US20060233919,application/confection,10/19/06,2006,30,Unilever N.v.
US20060240149,Application/Dairy Products,10/26/06,2006,30,"General Mills, Inc."
US20060246193,soy/deflavor,11/2/06,2006,30,"Mondelez International, Inc."
US20060246195,soy/deflavor,11/2/06,2006,40,"Mondelez International, Inc."
US20060246202,soy/deflavor,11/2/06,2006,50,"Mondelez International, Inc."
US20060246205,application/confection,11/2/06,2006,10,"General Mills, Inc."
US5391371,,2/21/95,1995,50,Novo Nordisk Fonden
US4479975,,10/30/84,1984,10,"Mondelez International, Inc."
US4963372,Application/Athletic,10/16/90,1990,60,"Mondelez International, Inc."
US4883683,Application/Dairy Products,11/28/89,1989,0,"Fuji Oil Co., Ltd."
US4479971,Application/Dairy Products,10/30/84,1984,30,"Mondelez International, Inc."
EP1692946,,8/23/06,2006,30,Mars Inc
WO2006084560,application/dressing,8/17/06,2006,10,Unilever N.v.
EP1604574,application/confection,12/14/05,2005,10,E.i. Du Pont De Nemours & Company
EP1594372,,11/16/05,2005,0,Unilever N.v.
EP1595459,application/athletic,11/16/05,2005,10,E.i. Du Pont De Nemours & Company
WO2005104870,soy/solubilize,11/10/05,2005,20,E.i. Du Pont De Nemours & Company
WO2005102074,,11/3/05,2005,20,E.i. Du Pont De Nemours & Company
WO2006076425,application/dairy products,7/20/06,2006,10,E.i. Du Pont De Nemours & Company
EP1675473,,7/5/06,2006,0,"Cargill, Incorporated"
WO2006066170,,6/22/06,2006,0,E.i. Du Pont De Nemours & Company
EP1671552,Application/Dairy Products,6/21/06,2006,10,E.i. Du Pont De Nemours & Company
WO2006058758,application/confection,6/8/06,2006,0,Unilever N.v.
WO2006047352,Application/Meat Products,5/4/06,2006,10,E.i. Du Pont De Nemours & Company
EP1651057,Application/Dairy Products,5/3/06,2006,0,Unilever N.v.
EP1648483,application/infant,4/26/06,2006,0,Nestle Sa
WO2006039991,Application/Dairy Products,4/20/06,2006,0,Unilever N.v.
WO2006041966,,4/20/06,2006,40,E.i. Du Pont De Nemours & Company
EP1641358,application/confection,4/5/06,2006,0,Unilever N.v.
WO2006033205,application/soy sauce,3/30/06,2006,0,Kikkoman Corporation
WO2006034472,,3/30/06,2006,0,E.i. Du Pont De Nemours & Company
WO2006031880,soy/solubilize,3/23/06,2006,0,"Mondelez International, Inc."
WO2006025951,,3/9/06,2006,10,Archer Daniels Midland Company
EP1632137,application/athletic,3/8/06,2006,10,"Mondelez International, Inc."
WO2006023518,Application/Meat Products,3/2/06,2006,60,E.i. Du Pont De Nemours & Company
EP1629719,,3/1/06,2006,0,"Ajinomoto Co., Inc."
WO2006018119,,2/23/06,2006,0,Koninklijke Dsm Nv
WO2006019686,soy/texture,2/23/06,2006,10,"Pepsico, Inc."
WO2006020029,application/athletic,2/23/06,2006,0,The Procter & Gamble Company
WO2006020056,Application/Dairy Products,2/23/06,2006,0,E.i. Du Pont De Nemours & Company
EP1623633,soy/defatting,2/8/06,2006,10,"Mondelez International, Inc."
WO2006012288,Application/Meat Products,2/2/06,2006,0,"Mondelez International, Inc."
